"","title","title_type","genre","runtime","mpaa_rating","studio","thtr_rel_year","thtr_rel_month","thtr_rel_day","dvd_rel_year","dvd_rel_month","dvd_rel_day","imdb_rating","imdb_num_votes","critics_rating","critics_score","audience_rating","audience_score","best_pic_nom","best_pic_win","best_actor_win","best_actress_win","best_dir_win","top200_box","director","actor1","actor2","actor3","actor4","actor5","imdb_url","rt_url","genre_string"
"561","Sweet Sixteen","Feature Film","Drama",106,"R","Lions Gate Films",2003,5,16,2003,10,7,7.5,10250,"Certified Fresh",97,"Upright",87,"no","no","no","no","no","no","Ken Loach","Martin Compston","Annmarie Fulton","William Ruane","Michelle Abercromby","Michelle Coulter","http://www.imdb.com/title/tt0313670/","//www.rottentomatoes.com/m/sweet_sixteen/","Drama"
"562","Cold Creek Manor","Feature Film","Mystery & Suspense",118,"R","Buena Vista Pictures",2003,9,19,2004,3,2,4.9,18005,"Rotten",12,"Spilled",22,"no","no","no","no","no","no","Mike Figgis","Dennis Quaid","Sharon Stone","Stephen Dorff","Juliette Lewis","Kristen Stewart","http://www.imdb.com/title/tt0331468/","//www.rottentomatoes.com/m/cold_creek_manor/","Mystery & "
"563","Snake Eyes","Feature Film","Drama",98,"R","Paramount Pictures",1998,8,7,1999,2,16,5.9,62773,"Rotten",40,"Spilled",35,"no","no","yes","no","no","no","Brian DePalma","Nicolas Cage","Gary Sinise","John Heard","Carla Gugino","Stan Shaw","http://www.imdb.com/title/tt0120832/","//www.rottentomatoes.com/m/snake_eyes/","Drama"
"564","Croupier","Feature Film","Mystery & Suspense",94,"R","The Shooting Gallery",2000,4,21,2001,3,26,7.2,15444,"Certified Fresh",98,"Upright",80,"no","no","no","no","no","no","Mike Hodges","Clive Owen","Alex Kingston","Kate Hardie","Gina McKee","Nicholas Ball","http://www.imdb.com/title/tt0159382/","//www.rottentomatoes.com/m/croupier/","Mystery & "
"565","What About Bob?","Feature Film","Drama",99,"PG","Touchstone Home Entertainment",1991,1,1,2000,7,11,7,48756,"Fresh",83,"Upright",79,"no","no","yes","no","no","no","Frank Oz","Bill Murray","Richard Dreyfuss","Julie Hagerty","Charlie Korsmo","Kathryn Erbe","http://www.imdb.com/title/tt0103241/","//www.rottentomatoes.com/m/what_about_bob/","Drama"
"566","The Ex","Feature Film","Comedy",89,"PG-13","The Weinstein Co.",2007,5,11,2007,8,21,5.6,14986,"Rotten",19,"Spilled",32,"no","no","no","no","no","no","Jesse Peretz","Zach Braff","Amanda Peet","Jason Bateman","Charles Grodin","Mia Farrow","http://www.imdb.com/title/tt0458364/","//www.rottentomatoes.com/m/fast-track-the-ex/","Comedy"
"567","A Haunted House 2","Feature Film","Comedy",86,"R","Open Road Films",2014,4,18,2014,8,12,4.7,13525,"Rotten",8,"Spilled",44,"no","no","no","no","no","no","Michael Tiddes","Marlon Wayans","Jaime Pressly","Essence Atkins","Gabriel Iglesias","Dave Sheridan","http://www.imdb.com/title/tt2828996/","//www.rottentomatoes.com/m/a_haunted_house_2/","Comedy"
"568","Real Steel","Feature Film","Drama",127,"PG-13","Walt Disney Pictures",2011,10,7,2012,1,24,7.1,246343,"Fresh",60,"Upright",73,"no","no","no","no","no","no","Shawn Levy","Hugh Jackman","Dakota Goyo","Anthony Mackie","Evangeline Lilly","Kevin Durand","http://www.imdb.com/title/tt0433035/","//www.rottentomatoes.com/m/real_steel/","Drama"
"569","Wanted","Feature Film","Action & Adventure",110,"R","Universal Pictures",2008,6,12,2008,12,2,6.7,290958,"Certified Fresh",72,"Upright",69,"no","no","no","no","no","no","Timur Bekmambetov","James McAvoy","Morgan Freeman","Angelina Jolie","Terence Stamp","Thomas Kretschmann","http://www.imdb.com/title/tt0493464/","//www.rottentomatoes.com/m/1174279-wanted/","Action & A"
"570","Thieves Like Us","Feature Film","Drama",123,"R","United Artists",1974,2,11,2007,4,17,7.1,3146,"Fresh",89,"Upright",71,"no","no","no","yes","no","no","Robert Altman","Keith Carradine","Shelley Duvall","John Schuck","Bert Remsen","Louise Fletcher","http://www.imdb.com/title/tt0072274/","//www.rottentomatoes.com/m/thieves_like_us/","Drama"
"571","In Dreams","Feature Film","Mystery & Suspense",100,"R","Dreamworks",1999,1,15,1999,6,1,5.5,10886,"Rotten",25,"Spilled",39,"no","no","no","no","no","no","Neil Jordan","Annette Bening","Robert Downey Jr.","Aidan Quinn","Stephen Rea","Dennis Boutsikaris","http://www.imdb.com/title/tt0120710/","//www.rottentomatoes.com/m/in_dreams/","Mystery & "
"572","Mallrats","Feature Film","Comedy",94,"R","MCA Universal Home Video",1995,10,20,2000,7,18,7.2,96471,"Rotten",55,"Upright",82,"no","no","no","no","no","no","Kevin Smith","Shannen Doherty","Jeremy London","Jason Lee","Claire Forlani","Michael Rooker","http://www.imdb.com/title/tt0113749/","//www.rottentomatoes.com/m/mallrats/","Comedy"
"573","Medicine Man","Feature Film","Drama",106,"PG-13","Hollywood Pictures",1992,2,7,1999,8,17,5.9,17101,"Rotten",20,"Spilled",46,"no","no","no","no","no","no","John McTiernan","Lorraine Bracco","Jose Wilker","Rodolfo De Alexandre","Rodolfo de Alexandra","Elias Monteiro Da Silva","http://www.imdb.com/title/tt0104839/","//www.rottentomatoes.com/m/1038176-medicine_man/","Drama"
"574","Sea Monsters: A Prehistoric Adventure","Documentary","Documentary",40,"G","National Geographic",2007,10,5,2008,6,24,7,723,"Fresh",100,"Upright",68,"no","no","no","no","no","no","Sean MacLeod Phillips","Liev Schreiber",NA,NA,NA,NA,"http://www.imdb.com/title/tt1027743/","//www.rottentomatoes.com/m/sea_monsters_a_prehistoric_adventure/","Documentar"
"575","Ray","Feature Film","Drama",152,"PG-13","Universal Pictures",2004,10,29,2005,2,1,7.7,106171,"Certified Fresh",81,"Upright",87,"yes","no","yes","no","no","no","Taylor Hackford","Jamie Foxx","Kerry Washington","Regina King","Clifton Powell","Harry Lennix","http://www.imdb.com/title/tt0350258/","//www.rottentomatoes.com/m/ray/","Drama"
"576","Coach Carter","Feature Film","Drama",136,"PG-13","Paramount Pictures",2005,1,14,2005,6,21,7.2,88777,"Fresh",65,"Upright",85,"no","no","no","no","no","no","Thomas Carter","Samuel L. Jackson","Rob Brown (VI)","Robert Ri'chard","Rick Gonzalez","Nana Gbewonyo","http://www.imdb.com/title/tt0393162/","//www.rottentomatoes.com/m/coach_carter/","Drama"
"577","Training Day","Feature Film","Drama",122,"R","Warner Bros. Pictures",2001,10,5,2004,6,1,7.7,294683,"Fresh",72,"Upright",89,"no","no","yes","no","no","no","Antoine Fuqua","Denzel Washington","Ethan Hawke","Scott Glenn","Tom Berenger","Harris Yulin","http://www.imdb.com/title/tt0139654/","//www.rottentomatoes.com/m/training_day/","Drama"
"578","Saturday Night Fever","Feature Film","Drama",118,"R","Paramount Pictures",1977,12,19,2002,8,9,6.8,51534,"Certified Fresh",88,"Upright",71,"no","no","no","no","no","yes","John Badham","John Travolta","Karen Lynn Gorney","Donna Pescow","Barry Miller","Joseph Cali","http://www.imdb.com/title/tt0076666/","//www.rottentomatoes.com/m/saturday_night_fever/","Drama"
"579","The Mother","Feature Film","Drama",112,"R","Sony Pictures Classics",2004,5,28,2004,10,12,6.9,3487,"Certified Fresh",77,"Upright",62,"no","no","no","no","no","no","Roger Michell","Anne Reid","Daniel Craig","Cathryn Bradshaw","Steven Mackintosh","Peter Vaughan","http://www.imdb.com/title/tt0323298/","//www.rottentomatoes.com/m/1132642-mother/","Drama"
"580","Under Fire","Feature Film","Mystery & Suspense",128,"R","Vestron Video",1983,10,21,2001,9,4,7.1,5115,"Fresh",88,"Upright",68,"no","no","yes","no","no","no","Roger Spottiswoode","Nick Nolte","Joanna Cassidy","Gene Hackman","Ed Harris","Richard Masur","http://www.imdb.com/title/tt0086510/","//www.rottentomatoes.com/m/under_fire/","Mystery & "
"581","Hairspray","Feature Film","Drama",92,"PG","New Line Home Entertainment",1988,2,26,2002,11,5,6.9,15449,"Fresh",97,"Upright",80,"no","no","no","no","no","no","John Waters","Divine","Ricki Lake","Sonny Bono","Ruth Brown","Vitamin C","http://www.imdb.com/title/tt0095270/","//www.rottentomatoes.com/m/1009096-hairspray/","Drama"
"582","Sweet Liberty","Feature Film","Comedy",106,"PG","MCA Universal Home Video",1986,5,14,2004,11,23,5.7,2181,"Fresh",75,"Spilled",34,"no","no","no","no","no","no","Alan Alda","Alan Alda","Michael Caine","Michelle Pfeiffer","Bob Hoskins","Lise Hilboldt","http://www.imdb.com/title/tt0092035/","//www.rottentomatoes.com/m/sweet_liberty/","Comedy"
"583","Urban Cowboy","Feature Film","Other",132,"PG","Paramount Pictures",1980,6,6,2002,10,8,6.2,9832,"Fresh",77,"Upright",81,"no","no","no","no","no","no","James Bridges","John Travolta","Debra Winger","Scott Glenn","Madolyn Smith Osborne","Barry Corbin","http://www.imdb.com/title/tt0081696/","//www.rottentomatoes.com/m/urban_cowboy/","Other"
"584","Shooter","Feature Film","Drama",124,"R","Paramount Pictures",2007,3,23,2007,6,26,7.2,247105,"Rotten",48,"Upright",80,"no","no","no","no","no","no","Antoine Fuqua","Mark Wahlberg","Michael Pena","Danny Glover","Kate Mara","Elias Koteas","http://www.imdb.com/title/tt0822854/","//www.rottentomatoes.com/m/shooter/","Drama"
"585","Crumb","Documentary","Comedy",119,"R","Sony Pictures Home Entertainment",1995,5,19,1999,3,9,8,13614,"Certified Fresh",95,"Upright",89,"no","no","no","no","no","no","Terry Zwigoff","Aline Kominsky","Charles Crumb","Maxon Crumb","Max Crumb","Robert Hughes","http://www.imdb.com/title/tt0109508/","//www.rottentomatoes.com/m/crumb/","Comedy"
"586","Just Friends","Feature Film","Drama",96,"PG-13","New Line Cinema",2005,11,23,2006,3,7,6.2,78297,"Rotten",42,"Upright",72,"no","no","no","no","no","no","Roger  Kumble","Ryan Reynolds","Amy Smart","Anna Faris","Chris Klein","Christopher George Marquette","http://www.imdb.com/title/tt0433400/","//www.rottentomatoes.com/m/just_friends/","Drama"
"587","Over the Edge","Feature Film","Drama",95,"PG","WARNER BROTHERS PICTURES",1979,1,1,2005,9,20,7.6,4369,"Fresh",89,"Upright",86,"no","no","no","no","no","no","Jonathan Kaplan","Michael Eric Kramer","Pamela Ludwig","Matt Dillon","Vincent Spano","Debbie James","http://www.imdb.com/title/tt0079688/","//www.rottentomatoes.com/m/over_the_edge/","Drama"
"588","Operation Dumbo Drop","Feature Film","Comedy",107,"PG","Buena Vista",1995,7,28,2003,5,6,4.9,6765,"Rotten",31,"Spilled",29,"no","no","no","no","no","no","Simon Wincer","Danny Glover","Ray Liotta","Denis Leary","Doug E. Doug","Corin Nemec","http://www.imdb.com/title/tt0114048/","//www.rottentomatoes.com/m/operation_dumbo_drop/","Comedy"
"589","The Postman Always Rings Twice","Feature Film","Mystery & Suspense",122,"PG","Warner Home Video",1981,3,20,1997,8,27,6.6,16137,"Fresh",83,"Spilled",59,"no","no","yes","yes","no","no","Bob Rafelson","Jack Nicholson","Jessica Lange","John Colicos","John P. Ryan","Michael Lerner","http://www.imdb.com/title/tt0082934/","//www.rottentomatoes.com/m/1016592-postman_always_rings_twice/","Mystery & "
"590","Monster","Feature Film","Drama",109,"R","Newmarket Film Group",2004,1,9,2004,6,1,7.3,101850,"Certified Fresh",82,"Upright",81,"no","no","no","yes","no","no","Patty Jenkins","Charlize Theron","Christina Ricci","Bruce Dern","Scott Wilson","Pruitt Taylor Vince","http://www.imdb.com/title/tt0340855/","//www.rottentomatoes.com/m/1128647-monster/","Drama"
"591","Bright Leaves","Documentary","Documentary",107,"Unrated","First Run Features",2004,8,25,2005,6,21,7.1,504,"Certified Fresh",86,"Upright",71,"no","no","no","yes","no","no","Ross McElwee","Ross McElwee","Charleen Swansea","Patricia Neal","Adrian McElwee","Allan Gurganus","http://www.imdb.com/title/tt0372806/","//www.rottentomatoes.com/m/bright_leaves/","Documentar"
"592","Teenage Paparazzo","Documentary","Documentary",94,"Unrated","HBO Documentary",2010,12,31,2011,3,29,7.4,1935,"Fresh",100,"Upright",94,"no","no","no","no","no","no","Adrian Grenier","Alwy Visschedyk","Henry Jenkins","Austin Visschedyk","Jake Halpern","Adrian Grenier","http://www.imdb.com/title/tt1232206/","//www.rottentomatoes.com/m/teenage-paparazzi/","Documentar"
"593","The Gauntlet","Feature Film","Mystery & Suspense",109,"R","Warner Home Video",1977,1,1,2001,9,4,6.4,15116,"Fresh",82,"Spilled",54,"no","no","no","no","yes","no","Clint Eastwood","Clint Eastwood","Sondra Locke","Pat Hingle","William Prince","Bill McKinney","http://www.imdb.com/title/tt0076070/","//www.rottentomatoes.com/m/gauntlet/","Mystery & "
"594","Jerry Maguire","Feature Film","Drama",139,"R","TriStar Pictures",1996,12,13,1997,6,24,7.3,183717,"Certified Fresh",85,"Upright",79,"yes","no","no","no","no","no","Cameron Crowe","Tom Cruise","Cuba Gooding Jr.","Renee Zellweger","Kelly Preston","Jerry O'Connell","http://www.imdb.com/title/tt0116695/","//www.rottentomatoes.com/m/jerry_maguire/","Drama"
"595","Felon","Feature Film","Drama",104,"R","Sony Pictures Entertainment",2008,7,17,2008,7,18,7.5,64873,"Rotten",59,"Upright",82,"no","no","no","no","no","no","Ric Roman Waugh","Val Kilmer","Harold Perrineau Jr.","Sam Shepard","Nick Chinlund","Marisol Nichols","http://www.imdb.com/title/tt1117385/","//www.rottentomatoes.com/m/10010077-felon/","Drama"
"596","On Golden Pond","Feature Film","Drama",109,"PG","Twentieth Century Fox Home Entertainment",1981,12,4,2001,3,20,7.7,20738,"Fresh",92,"Upright",87,"yes","no","yes","yes","no","yes","Mark Rydell","Henry Fonda","Katharine Hepburn","Jane Fonda","Dabney Coleman","Doug McKeon","http://www.imdb.com/title/tt0082846/","//www.rottentomatoes.com/m/on_golden_pond/","Drama"
"597","Army of Darkness","Feature Film","Action & Adventure",81,"R","Universal Pictures",1993,2,19,2002,8,6,7.6,123769,"Fresh",72,"Upright",87,"no","no","no","no","no","no","Sam Raimi","Bruce Campbell","Embeth Davidtz","Marcus Gilbert","Ian Abercrombie","Richard Grove","http://www.imdb.com/title/tt0106308/","//www.rottentomatoes.com/m/army_of_darkness/","Action & A"
"598","Maverick","Feature Film","Other",127,"PG-13","Warner Bros. Pictures",1994,5,20,1997,8,27,7,79866,"Fresh",67,"Upright",71,"no","no","no","yes","no","no","Richard Donner","Leo Gordon","Mel Gibson","Jodie Foster","Alfred Molina","James Garner","http://www.imdb.com/title/tt0110478/","//www.rottentomatoes.com/m/maverick/","Other"
"599","The Little Mermaid","Feature Film","Animation",83,"G","Walt Disney Pictures",1989,1,1,1999,12,7,7.6,160237,"Certified Fresh",92,"Upright",88,"no","no","no","no","no","no","John Musker","Jodi Benson","Samuel E. Wright","Pat Carroll","Buddy Hackett","Rene Auberjonois","http://www.imdb.com/title/tt0097757/","//www.rottentomatoes.com/m/the_little_mermaid_1989/","Animation"
"600","Astro Boy (AstroBoy)","Feature Film","Action & Adventure",94,"PG","Summit Entertainment",2009,10,23,2010,3,16,6.3,24595,"Rotten",49,"Spilled",50,"no","no","yes","no","no","no","David Bowers","Freddie Highmore","Nicolas Cage","Kristen Bell","Nathan Lane","Eugene Levy","http://www.imdb.com/title/tt0375568/","//www.rottentomatoes.com/m/astro_boy/","Action & A"
"601","The Trip","Feature Film","Art House & International",112,"Unrated","IFC Films",2011,6,10,2011,10,11,7,16883,"Certified Fresh",89,"Upright",70,"no","no","no","no","no","no","Michael Winterbottom","Steve Coogan","Rob Brydon","Claire Keelan","Margo Stilley","Rebecca Johnson","http://www.imdb.com/title/tt1740047/","//www.rottentomatoes.com/m/the_trip_2011/","Art House "
"602","Pete Seeger: The Power of Song","Documentary","Documentary",93,"PG","The Weinstein Company",2007,4,29,2008,8,5,8.4,390,"Fresh",95,"Upright",92,"no","no","no","no","no","no","Jim Brown","Pete  Seeger","Bruce Springsteen","Natalie Maines","Tom Paxton","David Dunaway","http://www.imdb.com/title/tt1003116/","//www.rottentomatoes.com/m/pete_seeger_the_power_of_song/","Documentar"
"603","Zombi 2","Feature Film","Horror",91,"R","The Jerry Gross Organization",1980,7,18,1998,8,25,6.9,19539,"Rotten",42,"Upright",70,"no","no","no","no","no","no","Lucio Fulci","Tisa Farrow","Ian McCulloch","Richard Johnson","Al Cliver","Arnette Gay","http://www.imdb.com/title/tt0080057/","//www.rottentomatoes.com/m/zombi_2_1979/","Horror"
"604","Jaws 2","Feature Film","Action & Adventure",116,"PG","MCA Universal Home Video",1978,6,16,2001,5,22,5.7,48718,"Rotten",53,"Spilled",38,"no","no","no","no","no","no","Jeannot Szwarc","Roy Scheider","Lorraine Gary","Murray Hamilton","Joseph Mascolo","Joe Mascolo","http://www.imdb.com/title/tt0077766/","//www.rottentomatoes.com/m/jaws_2/","Action & A"
"605","Maniac","Feature Film","Horror",89,"Unrated","IFC Midnight",2013,6,21,2013,10,15,6.1,26301,"Rotten",49,"Spilled",44,"no","no","no","no","no","no","Franck Khalfoun","Elijah Wood","Nora Arnezeder","Genevieve Alexandra","Megan Duffy","Jan B. Felt","http://www.imdb.com/title/tt2103217/","//www.rottentomatoes.com/m/maniac_2013/","Horror"
"606","Velvet Goldmine","Feature Film","Musical & Performing Arts",124,"R","Miramax",1998,11,6,1999,5,18,7,26943,"Rotten",56,"Upright",80,"no","no","no","no","no","no","Todd Haynes","Ewan McGregor","Jonathan Rhys Meyers","Christian Bale","Toni Collette","Eddie Izzard","http://www.imdb.com/title/tt0120879/","//www.rottentomatoes.com/m/velvet_goldmine/","Musical & "
"607","Undertaking Betty","Feature Film","Drama",94,"PG-13","Miramax Films",2003,1,1,2006,3,7,6.7,4077,"Rotten",40,"Upright",66,"no","no","no","no","no","no","Nich Hurran","Brenda Blethyn","Alfred Molina","Christopher Walken","Naomi Watts","Robert Pugh","http://www.imdb.com/title/tt0298504/","//www.rottentomatoes.com/m/undertaking_betty/","Drama"
"608","Taking Lives","Feature Film","Drama",103,"R","Warner Bros.",2004,3,19,2004,8,17,6.2,63511,"Rotten",22,"Spilled",55,"no","no","no","no","no","no","D.J. Caruso","Angelina Jolie","Ethan Hawke","Kiefer Sutherland","Gena Rowlands","Olivier Martinez","http://www.imdb.com/title/tt0364045/","//www.rottentomatoes.com/m/taking_lives/","Drama"
"609","The Illusionist (L'illusionniste)","Feature Film","Drama",80,"PG","Sony Pictures Classics",2010,12,25,2011,5,10,7.5,27601,"Certified Fresh",90,"Upright",79,"no","no","no","no","no","no","Sylvain Chomet","Jean-Claude Donda","Eilidh Rankin","Duncan MacNeil","Raymond Mearns",NA,"http://www.imdb.com/title/tt0775489/","//www.rottentomatoes.com/m/the_illusionist-2009/","Drama"
"610","Titanic","Feature Film","Drama",194,"PG-13","Paramount Pictures",1997,12,19,2012,9,10,7.7,756602,"Certified Fresh",88,"Upright",69,"yes","yes","no","yes","yes","yes","James Cameron","Leonardo DiCaprio","Kate Winslet","Billy Zane","Kathy Bates","Frances Fisher","http://www.imdb.com/title/tt0120338/","//www.rottentomatoes.com/m/titanic/","Drama"
"611","The Tillman Story","Documentary","Documentary",94,"R","The Weinstein Company",2010,8,20,2011,2,1,7.8,3998,"Certified Fresh",93,"Upright",91,"no","no","no","no","no","no","Amir Bar-Lev","Josh Brolin","Dannie Tillman","Richard Tillman","Patrick Tillman, Sr.","Marie Tillman","http://www.imdb.com/title/tt1568334/","//www.rottentomatoes.com/m/the_tillman_story/","Documentar"
"612","To The Wonder","Feature Film","Drama",112,"R","Magnolia Pictures",2013,4,12,2013,8,6,6,19898,"Rotten",46,"Spilled",38,"no","no","no","no","no","no","Terrence Malick","Ben Affleck","Olga Kurylenko","Rachel McAdams","Javier Bardem","Greg Elliot","http://www.imdb.com/title/tt1595656/","//www.rottentomatoes.com/m/to_the_wonder/","Drama"
"613","Snow Angels","Feature Film","Drama",107,"R","Warner Independent",2007,1,19,2008,9,16,6.9,10786,"Fresh",68,"Upright",67,"no","no","no","no","no","no","David Gordon Green","Kate Beckinsale","Sam Rockwell","Michael Angarano","Nicky Katt","Jeanetta Arnette","http://www.imdb.com/title/tt0453548/","//www.rottentomatoes.com/m/snow_angels/","Drama"
